"cli -c ""show log messages|no-more """
"Nov 11 19:16:58.058  timex-re0 : %PFE-3: fpc3 RamBIST:LUCHIP[2] RLDRAM 2 BIST: Expected Data: 0x00000000000000efebfbfaf000440011"
"Nov 11 19:16:58.178  timex-re0 : %PFE-3: fpc3 RamBIST:LUCHIP[2] RLDRAM 2 BIST: Vector Data:   0x00000000000000000000000000000200"
"Nov 11 19:16:58.300  timex-re0 : %PFE-3: fpc3 RamBIST:LUCHIP[2] RLDRAM 2 BIST: Error Vector:   0x00000000000000000000200000000000"
"Nov 11 19:16:58.416  timex-re0 : %PFE-0: fpc3 LUCHIP(2): Bist RLDRAM 2 failed, FRU:U3656 (LUCHIP2_RLDRAM2)"
"Nov 11 19:16:58.519  timex-re0 : %PFE-3: fpc3 CMT: LU2 init failed, generic failure"
"Nov 11 19:16:58.593  timex-re0 : %PFE-3: fpc3 CMT: Failed to init LU chip 2.0"
"Nov 11 19:17:04.435  timex-re0 : %PFE-3: fpc3 CMT: Failed to start ASICs, PFE ID 2"
"Nov 11 19:17:05.196  timex-re0 chassisd[21683]: %DAEMON-3-CHASSISD_POWER_CHECK: FPC 8 not powering up"
"Nov 11 19:17:05.196  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 30, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 19:17:05.197  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP0: ENTITY trap generated: entConfigChanged"
"Nov 11 19:17:05.437  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: Fru Offline (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8, jnxFruOfflineReason 3, jnxFruLastPowerOff 0, jnxFruLastPowerOn 63445095)"
"Nov 11 19:17:05.437  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 30, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 19:17:05.437  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP7: SNMP trap generated: Fru Failed (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8)"
"Nov 11 19:17:07.347  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept: Connection attempt from unconfigured neighbor: 192.168.0.6+58688"
"Nov 11 19:17:07.347  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept:5634: NOTIFICATION sent to 192.168.0.6+58688 (proto): code 6 (Cease) subcode 5 (Connection Rejected), Reason: Connection attempt from unconfigured neighbor: 192.168.0.6+58688"
"Nov 11 19:17:08.869  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: FRU power on (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4, jnxFruOfflineReason 2, jnxFruLastPowerOff 0, jnxFruLastPowerOn 63446577)"
"Nov 11 19:17:16.602  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept: Connection attempt from unconfigured neighbor: 192.168.0.31+65052"
"Nov 11 19:17:16.602  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept:5634: NOTIFICATION sent to 192.168.0.31+65052 (proto): code 6 (Cease) subcode 5 (Connection Rejected), Reason: Connection attempt from unconfigured neighbor: 192.168.0.31+65052"
"Nov 11 19:17:17.078  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept: Connection attempt from unconfigured neighbor: 192.168.0.7+52681"
"Nov 11 19:17:17.078  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept:5634: NOTIFICATION sent to 192.168.0.7+52681 (proto): code 6 (Cease) subcode 5 (Connection Rejected), Reason: Connection attempt from unconfigured neighbor: 192.168.0.7+52681"
"Nov 11 19:17:19.041  timex-re0 : %PFE-0: fpc3 CMT: Fatal ASIC initialization error, Offlining FPC"
"Nov 11 19:17:19.316  timex-re0 : %PFE-3: fpc3 HSL2: Missing end/ends for table-trained/channel-trained channel in offset 40"
"Nov 11 19:17:19.412  timex-re0 chassisd[21683]: %DAEMON-3-CHASSISD_POWER_CHECK: FPC 4 not powering up"
"Nov 11 19:17:19.413  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 26, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 19:17:19.413  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP0: ENTITY trap generated: entConfigChanged"
"Nov 11 19:17:19.430  timex-re0 : %PFE-3: fpc3 HSL2: Table-trained sub_table 0 failed verification."
"Nov 11 19:17:19.518  timex-re0 : %PFE-3: fpc3 HSL2: cmtfpc_hsl2_bringup: hsl2_table_trained_bringup failed (1)"
"Nov 11 19:17:19.620  timex-re0 : %PFE-3: fpc3 CMT: Failed to initialize HSL2 channels: generic failure"
"Nov 11 19:17:19.653  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: Fru Offline (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4, jnxFruOfflineReason 3, jnxFruLastPowerOff 0, jnxFruLastPowerOn 63446577)"
"Nov 11 19:17:19.653  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 26, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 19:17:19.654  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP7: SNMP trap generated: Fru Failed (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4)"
"Nov 11 19:17:19.712  timex-re0 : %PFE-0: fpc3 CMT: Error initializing PFE asics"
"Nov 11 19:17:19.787  timex-re0 : %PFE-3: fpc3 CMLC: Master closed connection (errno=38)"
"Nov 11 19:17:19.864  timex-re0 : %PFE-0: fpc3 CMLC: Chassis Manager terminated"
"Nov 11 19:17:20.578  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: FRU power on (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8, jnxFruOfflineReason 2, jnxFruLastPowerOff 0, jnxFruLastPowerOn 63447748)"
"Nov 11 19:17:31.976  timex-re0 chassisd[21683]: %DAEMON-3-CHASSISD_POWER_CHECK: FPC 8 not powering up"
"Nov 11 19:17:31.976  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 30, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 19:17:31.976  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP0: ENTITY trap generated: entConfigChanged"
"Nov 11 19:17:32.217  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: Fru Offline (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8, jnxFruOfflineReason 3, jnxFruLastPowerOff 0, jnxFruLastPowerOn 63447748)"
"Nov 11 19:17:32.217  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 30, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 19:17:32.217  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP7: SNMP trap generated: Fru Failed (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8)"
"Nov 11 19:17:35.285  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: FRU power on (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4, jnxFruOfflineReason 2, jnxFruLastPowerOff 0, jnxFruLastPowerOn 63449218)"
"Nov 11 19:17:41.736  timex-re0 kernel: %KERN-5: tcp_timer_keep: Dropping socket connection due to keepalive timer expiration, idle/intvl/cnt: 1000/500/5"
"Nov 11 19:17:41.736  timex-re0 kernel: %KERN-5: tcp_timer_keep:Local(0x80000001:33072) Foreign(0x80000013:48139)"
"Nov 11 19:17:44.176  timex-re0 kernel: %KERN-5: tcp_timer_keep: Dropping socket connection due to keepalive timer expiration, idle/intvl/cnt: 1000/1000/5"
"Nov 11 19:17:44.176  timex-re0 kernel: %KERN-5: tcp_timer_keep:Local(0x80000001:32780) Foreign(0x80000013:48136)"
"Nov 11 19:17:44.176  timex-re0 kernel: %KERN-5: tcp_timer_keep: Dropping socket connection due to keepalive timer expiration, idle/intvl/cnt: 1000/1000/5"
"Nov 11 19:17:44.176  timex-re0 kernel: %KERN-5: tcp_timer_keep:Local(0x80000001:6234) Foreign(0x80000013:48133)"
"Nov 11 19:17:44.176  timex-re0 kernel: %KERN-5: tcp_timer_keep: Dropping socket connection due to keepalive timer expiration, idle/intvl/cnt: 1000/1000/5"
"Nov 11 19:17:44.177  timex-re0 kernel: %KERN-5: tcp_timer_keep:Local(0x80000001:6166) Foreign(0x80000013:48138)"
"Nov 11 19:17:44.177  timex-re0 kernel: %KERN-5: tcp_timer_keep: Dropping socket connection due to keepalive timer expiration, idle/intvl/cnt: 1000/1000/5"
"Nov 11 19:17:44.177  timex-re0 kernel: %KERN-5: tcp_timer_keep:Local(0x80000001:6157) Foreign(0x80000013:48140)"
"Nov 11 19:17:44.177  timex-re0 kernel: %KERN-4: peer_input_pending_internal: 6078: peer class: 0, type: 17, index: 3, vksid: 0, state: 2 reported a so_error 60"
"Nov 11 19:17:44.177  timex-re0 kernel: %KERN-4: peer_input_pending_internal: 6078: peer class: 0, type: 17, index: 3, vksid: 0, state: 2 reported a so_error 60"
"Nov 11 19:17:44.177  timex-re0 kernel: %KERN-4: peer_inputs: 6385: Closing connection peer class: 0, type: 17, index: 3, vksid: 0, state: 2, err 5"
"Nov 11 19:17:45.808  timex-re0 chassisd[21683]: %DAEMON-3-CHASSISD_POWER_CHECK: FPC 4 not powering up"
"Nov 11 19:17:45.808  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 26, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 19:17:45.808  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP0: ENTITY trap generated: entConfigChanged"
"Nov 11 19:17:46.048  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: Fru Offline (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4, jnxFruOfflineReason 3, jnxFruLastPowerOff 0, jnxFruLastPowerOn 63449218)"
"Nov 11 19:17:46.050  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 26, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 19:17:46.054  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP7: SNMP trap generated: Fru Failed (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4)"
"Nov 11 19:17:46.986  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: FRU power on (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8, jnxFruOfflineReason 2, jnxFruLastPowerOff 0, jnxFruLastPowerOn 63450389)"
"Nov 11 19:17:48.052  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept: Connection attempt from unconfigured neighbor: 192.168.0.22+64362"
"Nov 11 19:17:48.052  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept:5634: NOTIFICATION sent to 192.168.0.22+64362 (proto): code 6 (Cease) subcode 5 (Connection Rejected), Reason: Connection attempt from unconfigured neighbor: 192.168.0.22+64362"
"Nov 11 19:17:50.471  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept: Connection attempt from unconfigured neighbor: 192.168.0.26+58392"
"Nov 11 19:17:50.471  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept:5634: NOTIFICATION sent to 192.168.0.26+58392 (proto): code 6 (Cease) subcode 5 (Connection Rejected), Reason: Connection attempt from unconfigured neighbor: 192.168.0.26+58392"
"Nov 11 19:17:50.986  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept: Connection attempt from unconfigured neighbor: 192.168.0.34+62936"
"Nov 11 19:17:50.986  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept:5634: NOTIFICATION sent to 192.168.0.34+62936 (proto): code 6 (Cease) subcode 5 (Connection Rejected), Reason: Connection attempt from unconfigured neighbor: 192.168.0.34+62936"
"Nov 11 19:17:51.857  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept: Connection attempt from unconfigured neighbor: 192.168.0.33+63815"
"Nov 11 19:17:51.857  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept:5634: NOTIFICATION sent to 192.168.0.33+63815 (proto): code 6 (Cease) subcode 5 (Connection Rejected), Reason: Connection attempt from unconfigured neighbor: 192.168.0.33+63815"
"Nov 11 19:17:58.504  timex-re0 chassisd[21683]: %DAEMON-3-CHASSISD_POWER_CHECK: FPC 8 not powering up"
"Nov 11 19:17:58.504  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 30, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 19:17:58.504  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP0: ENTITY trap generated: entConfigChanged"
"Nov 11 19:17:58.745  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: Fru Offline (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8, jnxFruOfflineReason 3, jnxFruLastPowerOff 0, jnxFruLastPowerOn 63450389)"
"Nov 11 19:17:58.745  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 30, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 19:17:58.745  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP7: SNMP trap generated: Fru Failed (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8)"
"Nov 11 19:18:01.816  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: FRU power on (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4, jnxFruOfflineReason 2, jnxFruLastPowerOff 0, jnxFruLastPowerOn 63451872)"
"Nov 11 19:18:08.081  timex-re0 : %PFE-5: fpc3 Ukern event counter Sock_tx init delayed"
"Nov 11 19:18:08.081  timex-re0 : %PFE-5: fpc3 Ukern event counter Sock_rx init delayed"
"Nov 11 19:18:09.641  timex-re0 : %PFE-3: fpc3 CLKSYNC: failed to connect to Master"
"Nov 11 19:18:09.855  timex-re0 : %PFE-3: fpc3 RDMAN: Failed to connect to peer."
"Nov 11 19:18:11.114  timex-re0 : %PFE-3: fpc3 L2ALM: failed to connect to Master"
"Nov 11 19:18:12.357  timex-re0 : %PFE-5: fpc3 Ukern event counter Rt_add init delayed"
"Nov 11 19:18:12.431  timex-re0 : %PFE-5: fpc3 Ukern event counter Rt_chg init delayed"
"Nov 11 19:18:12.503  timex-re0 : %PFE-5: fpc3 Ukern event counter Rt_del init delayed"
"Nov 11 19:18:12.870  timex-re0 : %PFE-5: fpc3 Ukern event counter NH_add init delayed"
"Nov 11 19:18:12.942  timex-re0 : %PFE-5: fpc3 Ukern event counter NH_chg init delayed"
"Nov 11 19:18:13.012  timex-re0 : %PFE-5: fpc3 Ukern event counter NH_del init delayed"
"Nov 11 19:18:13.337  timex-re0 : %PFE-5: fpc3 pfe_pme_max 25"
"Nov 11 19:18:13.741  timex-re0 chassisd[21683]: %DAEMON-3-CHASSISD_POWER_CHECK: FPC 4 not powering up"
"Nov 11 19:18:13.741  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 26, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 19:18:13.742  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP0: ENTITY trap generated: entConfigChanged"
"Nov 11 19:18:13.982  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: Fru Offline (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4, jnxFruOfflineReason 3, jnxFruLastPowerOff 0, jnxFruLastPowerOn 63451872)"
"Nov 11 19:18:13.982  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 26, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 19:18:13.983  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP7: SNMP trap generated: Fru Failed (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4)"
"Nov 11 19:18:14.909  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: FRU power on (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8, jnxFruOfflineReason 2, jnxFruLastPowerOff 0, jnxFruLastPowerOn 63453181)"
"Nov 11 19:18:15.962  timex-re0 : %PFE-5: fpc3 L2ALM master RE connection made"
"Nov 11 19:18:16.099  timex-re0 : %PFE-5: fpc3 CLKSYNC: master RE connection made"
"Nov 11 19:18:21.012  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept: Connection attempt from unconfigured neighbor: 192.168.0.22+55612"
"Nov 11 19:18:21.012  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept:5634: NOTIFICATION sent to 192.168.0.22+55612 (proto): code 6 (Cease) subcode 5 (Connection Rejected), Reason: Connection attempt from unconfigured neighbor: 192.168.0.22+55612"
"Nov 11 19:18:22.474  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept: Connection attempt from unconfigured neighbor: 192.168.0.25+61824"
"Nov 11 19:18:22.474  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept:5634: NOTIFICATION sent to 192.168.0.25+61824 (proto): code 6 (Cease) subcode 5 (Connection Rejected), Reason: Connection attempt from unconfigured neighbor: 192.168.0.25+61824"
"Nov 11 19:18:25.512  timex-re0 : %PFE-5: fpc9 MIC(9/0) link 3 SFP receive power high alarm cleared"
"Nov 11 19:18:25.812  timex-re0 chassisd[21683]: %DAEMON-3-CHASSISD_POWER_CHECK: FPC 8 not powering up"
"Nov 11 19:18:25.812  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 30, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 19:18:25.812  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP0: ENTITY trap generated: entConfigChanged"
"Nov 11 19:18:26.052  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: Fru Offline (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8, jnxFruOfflineReason 3, jnxFruLastPowerOff 0, jnxFruLastPowerOn 63453181)"
"Nov 11 19:18:26.052  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 30, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 19:18:26.053  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP7: SNMP trap generated: Fru Failed (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8)"
"Nov 11 19:18:29.524  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: FRU power on (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4, jnxFruOfflineReason 2, jnxFruLastPowerOff 0, jnxFruLastPowerOn 63454642)"
"Nov 11 19:18:31.582  timex-re0 : %PFE-5: fpc9 MIC(9/0) link 3 SFP receive power high alarm set"
"Nov 11 19:18:40.339  timex-re0 chassisd[21683]: %DAEMON-3-CHASSISD_POWER_CHECK: FPC 4 not powering up"
"Nov 11 19:18:40.339  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 26, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 19:18:40.339  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP0: ENTITY trap generated: entConfigChanged"
"Nov 11 19:18:40.579  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: Fru Offline (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4, jnxFruOfflineReason 3, jnxFruLastPowerOff 0, jnxFruLastPowerOn 63454642)"
"Nov 11 19:18:40.579  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 26, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 19:18:40.580  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP7: SNMP trap generated: Fru Failed (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4)"
"Nov 11 19:18:40.645  timex-re0 : %PFE-3: fpc3 RamBIST:LUCHIP[2] RLDRAM 2 BIST: Memory Error"
"Nov 11 19:18:40.651  timex-re0 : %PFE-3: fpc3 RamBIST:LUCHIP[2] RLDRAM 2 BIST: Test Name:Unique Address (Bottom-Up)"
"Nov 11 19:18:40.656  timex-re0 : %PFE-3: fpc3 RamBIST:LUCHIP[2] RLDRAM 2 BIST: Error Count: 1"
"Nov 11 19:18:40.661  timex-re0 : %PFE-3: fpc3 RamBIST:LUCHIP[2] RLDRAM 2 BIST: Error Address: Raw: 0x00000000019202b8 Cell: 0x000000000006480a, Burst: 0, Bank: 7"
"Nov 11 19:18:40.809  timex-re0 : %PFE-3: fpc3 RamBIST:LUCHIP[2] RLDRAM 2 BIST: Actual Data:   0x000000000000009015e401700030000c"
"Nov 11 19:18:40.928  timex-re0 : %PFE-3: fpc3 RamBIST:LUCHIP[2] RLDRAM 2 BIST: Expected Data: 0x000000000000009015e405700030000c"
"Nov 11 19:18:41.051  timex-re0 : %PFE-3: fpc3 RamBIST:LUCHIP[2] RLDRAM 2 BIST: Vector Data:   0x00000000000000000000000000000040"
"Nov 11 19:18:41.176  timex-re0 : %PFE-3: fpc3 RamBIST:LUCHIP[2] RLDRAM 2 BIST: Error Vector:   0x00000000000000000000040000000000"
"Nov 11 19:18:41.292  timex-re0 : %PFE-0: fpc3 LUCHIP(2): Bist RLDRAM 2 failed, FRU:U3656 (LUCHIP2_RLDRAM2)"
"Nov 11 19:18:41.398  timex-re0 : %PFE-3: fpc3 CMT: LU2 init failed, generic failure"
"Nov 11 19:18:41.466  timex-re0 : %PFE-3: fpc3 CMT: Failed to init LU chip 2.0"
"Nov 11 19:18:41.504  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: FRU power on (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8, jnxFruOfflineReason 2, jnxFruLastPowerOff 0, jnxFruLastPowerOn 63455840)"
"Nov 11 19:18:47.312  timex-re0 : %PFE-3: fpc3 CMT: Failed to start ASICs, PFE ID 2"
"Nov 11 19:18:52.492  timex-re0 chassisd[21683]: %DAEMON-3-CHASSISD_POWER_CHECK: FPC 8 not powering up"
"Nov 11 19:18:52.492  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 30, entStateAdmin 2, entStateAlarm 6)"
"Nov 11 19:18:52.492  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP0: ENTITY trap generated: entConfigChanged"
